com.samsung.health.exercise,6040047,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
max_rpm,live_data,mean_rpm,distance,max_caloricburn_rate,additional,vo2_max,altitude_gain,deviceuuid,duration,update_time,datauuid,location_data,decline_distance,altitude_loss,mean_caloricburn_rate,incline_distance,max_altitude,max_cadence,create_time,time_offset,mean_speed,mean_heart_rate,custom,count_type,min_altitude,count,end_time,max_speed,exercise_type,start_time,max_power,pkg_name,mean_power,min_heart_rate,calorie,comment,max_heart_rate,mean_cadence,exercise_custom_type
,793471b1-ef7b-4cf2-b8fd-d7dca49abde2.live_data.json,,872.52,,,,,rUH8SYH2sd,772617,41:52.2,793471b1-ef7b-4cf2-b8fd-d7dca49abde2,,,,,,,,41:52.2,UTC-0800,1.1293046,,,,,,40:52.0,1.25,1001,28:00.0,,com.sec.android.app.shealth,,,41.92,,,,
,5e2a2949-55fc-432a-a1af-7d71dfceda29.live_data.json,,832.99,,,,,rUH8SYH2sd,750799,52:27.3,5e2a2949-55fc-432a-a1af-7d71dfceda29,,,,,,,,52:27.3,UTC-0800,1.1094713,,,,,,48:31.0,1.2656666,1001,36:00.0,,com.sec.android.app.shealth,,,39.48,,,,
,739ae9dc-a513-4151-b186-db2dee6f9598.live_data.json,,920.63,,,,,rUH8SYH2sd,815720,46:59.5,739ae9dc-a513-4151-b186-db2dee6f9598,,,,,,,,46:59.5,UTC-0800,1.1286103,,,,,,45:39.0,1.2246667,1001,32:04.0,,com.sec.android.app.shealth,,,43.96,,,,
,5c98d515-bb71-4822-8137-ee9810c4af6d.live_data.json,,1036.96,,,,,rUH8SYH2sd,883763,54:42.8,5c98d515-bb71-4822-8137-ee9810c4af6d,,,,,,,,54:42.8,UTC-0800,1.1733464,,,,,,53:43.0,1.25,1001,39:00.0,,com.sec.android.app.shealth,,,49.37,,,,
,975d449b-92ba-4ee8-a721-a45ff3556a54.live_data.json,,829.44,,,,,rUH8SYH2sd,820491,17:41.2,975d449b-92ba-4ee8-a721-a45ff3556a54,,,,,,,,17:41.2,UTC-0800,1.0109069,,,,,,16:40.0,1.1843333,1001,03:00.0,,com.sec.android.app.shealth,,,37.01,,,,
,c498530d-a89c-4f4a-b668-1c10b26639b4.live_data.json,,859.7,,,,,rUH8SYH2sd,740250,53:13.2,c498530d-a89c-4f4a-b668-1c10b26639b4,,,,,,,,53:13.2,UTC-0800,1.1613644,,,,,,47:20.0,1.4444444,1001,35:00.0,,com.sec.android.app.shealth,,,38.72,,,,
,23fd91be-f0de-4fe3-970e-22cad9825cfb.live_data.json,,738.36,,,,,rUH8SYH2sd,694972,51:10.9,23fd91be-f0de-4fe3-970e-22cad9825cfb,,,,,,,,51:10.9,UTC-0800,1.0624313,,,,,,48:35.0,1.3088334,1001,37:00.0,,com.sec.android.app.shealth,,,33.17,,,,
,59e577b7-78d7-4bd3-99a3-2cd86b51a433.live_data.json,,1034.7,,,,,rUH8SYH2sd,887730,37:18.4,59e577b7-78d7-4bd3-99a3-2cd86b51a433,,,,,,,,37:18.4,UTC-0800,1.165557,,,,,,00:06.0,1.3333334,1001,45:19.0,,com.sec.android.app.shealth,,,46.14,,,,
,2a32e691-3919-4067-822f-189ed6144c45.live_data.json,,743.88,,,,,rUH8SYH2sd,661507,47:44.9,2a32e691-3919-4067-822f-189ed6144c45,,,,,,,,47:44.9,UTC-0800,1.1245233,,,,,,45:25.0,1.2777778,1001,34:24.0,,com.sec.android.app.shealth,,,35.05,,,,
,a8a6d3f2-5de9-4717-8951-fd72b3594ca7.live_data.json,,843.23,,,,,rUH8SYH2sd,756588,03:52.5,a8a6d3f2-5de9-4717-8951-fd72b3594ca7,,,,,,,,03:52.5,UTC-0800,1.1145169,,,,,,02:37.0,1.3611112,1001,50:00.0,,com.sec.android.app.shealth,,,38.12,,,,
